locus_tag	type	GO_ID	GO_term
b3218	process	GO:0032196	transposition
b3219	process	GO:0006974	DNA damage response
b3221	process	GO:0006974	DNA damage response
b3221	process	GO:0019262	N-acetylneuraminate catabolic process
b3222	process	GO:0005975	carbohydrate metabolic process
b3222	process	GO:0019262	N-acetylneuraminate catabolic process
b3222	process	GO:0046835	carbohydrate phosphorylation
b3222	process	GO:0005975	carbohydrate metabolic process
b3222	process	GO:0019262	N-acetylneuraminate catabolic process
b3222	process	GO:0046835	carbohydrate phosphorylation
b3222	process	GO:0006974	DNA damage response
b3222	process	GO:0005975	carbohydrate metabolic process
b3222	process	GO:0019262	N-acetylneuraminate catabolic process
b3222	process	GO:0019262	N-acetylneuraminate catabolic process
b3222	process	GO:0019262	N-acetylneuraminate catabolic process
b3222	process	GO:0046835	carbohydrate phosphorylation
b3223	process	GO:0005975	carbohydrate metabolic process
b3223	process	GO:0006051	N-acetylmannosamine metabolic process
b3223	process	GO:0006053	N-acetylmannosamine catabolic process
b3223	process	GO:0019262	N-acetylneuraminate catabolic process
b3223	process	GO:0005975	carbohydrate metabolic process
b3223	process	GO:0006051	N-acetylmannosamine metabolic process
b3223	process	GO:0006053	N-acetylmannosamine catabolic process
b3223	process	GO:0019262	N-acetylneuraminate catabolic process
b3223	process	GO:0006053	N-acetylmannosamine catabolic process
b3223	process	GO:0005975	carbohydrate metabolic process
b3223	process	GO:0006051	N-acetylmannosamine metabolic process
b3223	process	GO:0006053	N-acetylmannosamine catabolic process
b3223	process	GO:0019262	N-acetylneuraminate catabolic process
b3223	process	GO:0019262	N-acetylneuraminate catabolic process
b3223	process	GO:0019262	N-acetylneuraminate catabolic process
b3224	process	GO:0015739	sialic acid transport
b3224	process	GO:0046942	carboxylic acid transport
b3224	process	GO:0055085	transmembrane transport
b3224	process	GO:1905039	carboxylic acid transmembrane transport
b3224	process	GO:0015739	sialic acid transport
b3224	process	GO:0046942	carboxylic acid transport
b3224	process	GO:0055085	transmembrane transport
b3224	process	GO:1905039	carboxylic acid transmembrane transport
b3224	process	GO:0015739	sialic acid transport
b3224	process	GO:0015739	sialic acid transport
b3224	process	GO:0015739	sialic acid transport
b3224	process	GO:0046942	carboxylic acid transport
b3224	process	GO:0055085	transmembrane transport
b3224	process	GO:1905039	carboxylic acid transmembrane transport
b3225	process	GO:0005975	carbohydrate metabolic process
b3225	process	GO:0019262	N-acetylneuraminate catabolic process
b3225	process	GO:0005975	carbohydrate metabolic process
b3225	process	GO:0019262	N-acetylneuraminate catabolic process
b3225	process	GO:0044010	single-species biofilm formation
b3225	process	GO:0005975	carbohydrate metabolic process
b3225	process	GO:0019262	N-acetylneuraminate catabolic process
b3225	process	GO:0019262	N-acetylneuraminate catabolic process
b3225	process	GO:0019262	N-acetylneuraminate catabolic process
b3226	process	GO:0006351	DNA-templated transcription
b3226	process	GO:0006355	regulation of DNA-templated transcription
b3226	process	GO:0045892	negative regulation of DNA-templated transcription
b3226	process	GO:0006351	DNA-templated transcription
b3226	process	GO:0006355	regulation of DNA-templated transcription
b3226	process	GO:0045892	negative regulation of DNA-templated transcription
b3226	process	GO:0006351	DNA-templated transcription
b3226	process	GO:0006351	DNA-templated transcription
b3226	process	GO:0006355	regulation of DNA-templated transcription
b3226	process	GO:2000143	negative regulation of DNA-templated transcription initiation
b3226	process	GO:0006351	DNA-templated transcription
b3226	process	GO:0006355	regulation of DNA-templated transcription
b3226	process	GO:0006355	regulation of DNA-templated transcription
b3226	process	GO:0031334	positive regulation of protein-containing complex assembly
b3226	process	GO:0045892	negative regulation of DNA-templated transcription
b3227	process	GO:0019588	anaerobic glycerol catabolic process
b3227	process	GO:0015740	C4-dicarboxylate transport
b3227	process	GO:0015740	C4-dicarboxylate transport
b3228	process	GO:0045732	positive regulation of protein catabolic process
b3228	process	GO:0030163	protein catabolic process
b3228	process	GO:0032781	positive regulation of ATP-dependent activity
b3228	process	GO:0032781	positive regulation of ATP-dependent activity
b3228	process	GO:0045732	positive regulation of protein catabolic process
b3228	process	GO:1903052	positive regulation of proteolysis involved in protein catabolic process
b3229	process	GO:0006950	response to stress
b3229	process	GO:0042594	response to starvation
b3229	process	GO:0045893	positive regulation of DNA-templated transcription
b3230	process	GO:0006412	translation
b3230	process	GO:0006412	translation
b3230	process	GO:0002181	cytoplasmic translation
b3230	process	GO:0006412	translation
b3231	process	GO:0006412	translation
b3231	process	GO:0017148	negative regulation of translation
b3231	process	GO:0006412	translation
b3231	process	GO:0017148	negative regulation of translation
b3231	process	GO:0017148	negative regulation of translation
b3231	process	GO:0002181	cytoplasmic translation
b3231	process	GO:0006412	translation
b3231	process	GO:0017148	negative regulation of translation
b3232	process	GO:0051301	cell division
b3232	process	GO:0051301	cell division
b3232	process	GO:0051301	cell division
b3234	process	GO:0006508	proteolysis
b3234	process	GO:0006508	proteolysis
b3234	process	GO:0006515	protein quality control for misfolded or incompletely synthesized proteins
b3234	process	GO:0051603	proteolysis involved in protein catabolic process
b3234	process	GO:0051603	proteolysis involved in protein catabolic process
b3235	process	GO:0006508	proteolysis
b3235	process	GO:0006508	proteolysis
b3235	process	GO:0071218	cellular response to misfolded protein
b3235	process	GO:0006508	proteolysis
b3236	process	GO:0006099	tricarboxylic acid cycle
b3236	process	GO:0006108	malate metabolic process
b3236	process	GO:0019752	carboxylic acid metabolic process
b3236	process	GO:0006099	tricarboxylic acid cycle
b3236	process	GO:0006108	malate metabolic process
b3236	process	GO:0019752	carboxylic acid metabolic process
b3236	process	GO:0006096	glycolytic process
b3236	process	GO:0006099	tricarboxylic acid cycle
b3236	process	GO:0006108	malate metabolic process
b3236	process	GO:0009061	anaerobic respiration
b3236	process	GO:0006099	tricarboxylic acid cycle
b3236	process	GO:0006108	malate metabolic process
b3236	process	GO:0019752	carboxylic acid metabolic process
b3236	process	GO:0006099	tricarboxylic acid cycle
b3236	process	GO:0006108	malate metabolic process
b3237	process	GO:0006351	DNA-templated transcription
b3237	process	GO:0006355	regulation of DNA-templated transcription
b3237	process	GO:0006525	arginine metabolic process
b3237	process	GO:0006526	L-arginine biosynthetic process
b3237	process	GO:0008652	amino acid biosynthetic process
b3237	process	GO:0051259	protein complex oligomerization
b3237	process	GO:1900079	regulation of arginine biosynthetic process
b3237	process	GO:0006351	DNA-templated transcription
b3237	process	GO:0006355	regulation of DNA-templated transcription
b3237	process	GO:0006525	arginine metabolic process
b3237	process	GO:0006526	L-arginine biosynthetic process
b3237	process	GO:0008652	amino acid biosynthetic process
b3237	process	GO:0051259	protein complex oligomerization
b3237	process	GO:1900079	regulation of arginine biosynthetic process
b3237	process	GO:0042150	plasmid recombination
b3237	process	GO:1900079	regulation of arginine biosynthetic process
b3237	process	GO:1900081	regulation of arginine catabolic process
b3237	process	GO:2000143	negative regulation of DNA-templated transcription initiation
b3237	process	GO:2000144	positive regulation of DNA-templated transcription initiation
b3237	process	GO:0006310	DNA recombination
b3237	process	GO:0006351	DNA-templated transcription
b3237	process	GO:0006355	regulation of DNA-templated transcription
b3237	process	GO:0006525	arginine metabolic process
b3237	process	GO:0006526	L-arginine biosynthetic process
b3237	process	GO:0008652	amino acid biosynthetic process
b3237	process	GO:0051259	protein complex oligomerization
b3237	process	GO:1900079	regulation of arginine biosynthetic process
b3238	process	GO:0044011	single-species biofilm formation on inanimate substrate
b3238	process	GO:0070301	cellular response to hydrogen peroxide
b3238	process	GO:0070301	cellular response to hydrogen peroxide
b3238	process	GO:0071468	cellular response to acidic pH
b3238	process	GO:0071468	cellular response to acidic pH
b3238	process	GO:0006950	response to stress
b3240	process	GO:0046942	carboxylic acid transport
b3240	process	GO:0055085	transmembrane transport
b3240	process	GO:0046942	carboxylic acid transport
b3240	process	GO:0046942	carboxylic acid transport
b3240	process	GO:0055085	transmembrane transport
b3241	process	GO:0055085	transmembrane transport
b3241	process	GO:0055085	transmembrane transport
b3241	process	GO:0046942	carboxylic acid transport
b3241	process	GO:0055085	transmembrane transport
b3241	process	GO:0055085	transmembrane transport
b3243	process	GO:0006351	DNA-templated transcription
b3243	process	GO:0006351	DNA-templated transcription
b3243	process	GO:0006351	DNA-templated transcription
b3243	process	GO:0006352	DNA-templated transcription initiation
b3243	process	GO:0006355	regulation of DNA-templated transcription
b3243	process	GO:0045893	positive regulation of DNA-templated transcription
b3243	process	GO:0006351	DNA-templated transcription
b3243	process	GO:0006355	regulation of DNA-templated transcription
b3243	process	GO:0006355	regulation of DNA-templated transcription
b3244	process	GO:0016485	protein processing
b3244	process	GO:0006508	proteolysis
b4472	process	GO:0006869	lipid transport
b4472	process	GO:0015914	phospholipid transport
b4472	process	GO:0015914	phospholipid transport
b3247	process	GO:0006364	rRNA processing
b3247	process	GO:0030490	maturation of SSU-rRNA
b3247	process	GO:0030490	maturation of SSU-rRNA
b3247	process	GO:0006364	rRNA processing
b3247	process	GO:0006364	rRNA processing
b3247	process	GO:0006396	RNA processing
b3247	process	GO:0008033	tRNA processing
b3247	process	GO:0051301	cell division
b3248	process	GO:0009117	nucleotide metabolic process
b3249	process	GO:0008360	regulation of cell shape
b3249	process	GO:0008360	regulation of cell shape
b3249	process	GO:0008360	regulation of cell shape
b3249	process	GO:0008360	regulation of cell shape
b3249	process	GO:0008360	regulation of cell shape
b3249	process	GO:0008360	regulation of cell shape
b3249	process	GO:0009252	peptidoglycan biosynthetic process
b3250	process	GO:0008360	regulation of cell shape
b3250	process	GO:0008360	regulation of cell shape
b3250	process	GO:0008360	regulation of cell shape
b3250	process	GO:0008360	regulation of cell shape
b3250	process	GO:0008360	regulation of cell shape
b3250	process	GO:0008360	regulation of cell shape
b3250	process	GO:0009252	peptidoglycan biosynthetic process
b3250	process	GO:0071963	establishment or maintenance of cell polarity regulating cell shape
b3250	process	GO:0071963	establishment or maintenance of cell polarity regulating cell shape
b3251	process	GO:0008360	regulation of cell shape
b3251	process	GO:0008360	regulation of cell shape
b3251	process	GO:0043093	FtsZ-dependent cytokinesis
b3251	process	GO:0043093	FtsZ-dependent cytokinesis
b3251	process	GO:0051983	regulation of chromosome segregation
b3251	process	GO:0051983	regulation of chromosome segregation
b3251	process	GO:0000902	cell morphogenesis
b3251	process	GO:0008360	regulation of cell shape
b3251	process	GO:0008360	regulation of cell shape
b3251	process	GO:0008360	regulation of cell shape
b3251	process	GO:0009252	peptidoglycan biosynthetic process
b3251	process	GO:0043093	FtsZ-dependent cytokinesis
b3251	process	GO:0051782	negative regulation of cell division
b3252	process	GO:0006401	RNA catabolic process
b3252	process	GO:0051252	regulation of RNA metabolic process
b3255	process	GO:0006633	fatty acid biosynthetic process
b3255	process	GO:0006633	fatty acid biosynthetic process
b3255	process	GO:0006629	lipid metabolic process
b3255	process	GO:0006631	fatty acid metabolic process
b3255	process	GO:0006633	fatty acid biosynthetic process
b3255	process	GO:0006633	fatty acid biosynthetic process
b3255	process	GO:0006633	fatty acid biosynthetic process
b3255	process	GO:2001295	malonyl-CoA biosynthetic process
b3256	process	GO:0006629	lipid metabolic process
b3256	process	GO:0006631	fatty acid metabolic process
b3256	process	GO:0006633	fatty acid biosynthetic process
b3256	process	GO:2001295	malonyl-CoA biosynthetic process
b3256	process	GO:0006633	fatty acid biosynthetic process
b3256	process	GO:0006633	fatty acid biosynthetic process
b3256	process	GO:0045717	negative regulation of fatty acid biosynthetic process
b3256	process	GO:0006629	lipid metabolic process
b3256	process	GO:0006631	fatty acid metabolic process
b3256	process	GO:0006633	fatty acid biosynthetic process
b3256	process	GO:0006633	fatty acid biosynthetic process
b3256	process	GO:0006633	fatty acid biosynthetic process
b3256	process	GO:2001295	malonyl-CoA biosynthetic process
b3256	process	GO:2001295	malonyl-CoA biosynthetic process
b3258	process	GO:0015887	pantothenate transmembrane transport
b3258	process	GO:0006811	monoatomic ion transport
b3258	process	GO:0006814	sodium ion transport
b3258	process	GO:0015887	pantothenate transmembrane transport
b3258	process	GO:0015887	pantothenate transmembrane transport
b3258	process	GO:0036376	sodium ion export across plasma membrane
b3258	process	GO:0046942	carboxylic acid transport
b3258	process	GO:0055085	transmembrane transport
b3259	process	GO:0032259	methylation
b3259	process	GO:0032259	methylation
b3259	process	GO:0018012	N-terminal peptidyl-alanine trimethylation
b3259	process	GO:0018023	peptidyl-lysine trimethylation
b3259	process	GO:0018023	peptidyl-lysine trimethylation
b3259	process	GO:0032259	methylation
b3260	process	GO:0009314	response to radiation
b3260	process	GO:0071461	cellular response to redox state
b3260	process	GO:0002943	tRNA dihydrouridine synthesis
b3260	process	GO:0002943	tRNA dihydrouridine synthesis
b3260	process	GO:0008033	tRNA processing
b3261	process	GO:0006351	DNA-templated transcription
b3261	process	GO:0006355	regulation of DNA-templated transcription
b3261	process	GO:0045893	positive regulation of DNA-templated transcription
b3261	process	GO:0006351	DNA-templated transcription
b3261	process	GO:0006355	regulation of DNA-templated transcription
b3261	process	GO:0045893	positive regulation of DNA-templated transcription
b3261	process	GO:0006355	regulation of DNA-templated transcription
b3261	process	GO:0009314	response to radiation
b3261	process	GO:0051276	chromosome organization
b3261	process	GO:0006351	DNA-templated transcription
b3261	process	GO:0006351	DNA-templated transcription
b3261	process	GO:0006355	regulation of DNA-templated transcription
b3261	process	GO:0032359	provirus excision
b3261	process	GO:0045892	negative regulation of DNA-templated transcription
b3261	process	GO:0045893	positive regulation of DNA-templated transcription
b3261	process	GO:0045911	positive regulation of DNA recombination
b3262	process	GO:0032259	methylation
b3264	process	GO:0009410	response to xenobiotic stimulus
b3264	process	GO:0045892	negative regulation of DNA-templated transcription
b3264	process	GO:0006351	DNA-templated transcription
b3264	process	GO:0009410	response to xenobiotic stimulus
b3264	process	GO:0045892	negative regulation of DNA-templated transcription
b3265	process	GO:0009410	response to xenobiotic stimulus
b3265	process	GO:0046677	response to antibiotic
b3265	process	GO:0055085	transmembrane transport
b3265	process	GO:0140330	xenobiotic detoxification by transmembrane export across the cell outer membrane
b3265	process	GO:0140330	xenobiotic detoxification by transmembrane export across the cell outer membrane
b3266	process	GO:0009636	response to toxic substance
b3266	process	GO:0042908	xenobiotic transport
b3266	process	GO:0055085	transmembrane transport
b3266	process	GO:0140330	xenobiotic detoxification by transmembrane export across the cell outer membrane
b3267	process	GO:0071468	cellular response to acidic pH
b3269	process	GO:0006865	amino acid transport
b3269	process	GO:0006865	amino acid transport
b3269	process	GO:0015833	peptide transport
b3269	process	GO:0055085	transmembrane transport
b3270	process	GO:0006865	amino acid transport
b3270	process	GO:0006865	amino acid transport
b3270	process	GO:0015833	peptide transport
b3270	process	GO:0055085	transmembrane transport
b3271	process	GO:0003333	amino acid transmembrane transport
b3271	process	GO:0006865	amino acid transport
b3271	process	GO:0015833	peptide transport
b3281	process	GO:0008652	amino acid biosynthetic process
b3281	process	GO:0009073	aromatic amino acid family biosynthetic process
b3281	process	GO:0009423	chorismate biosynthetic process
b3281	process	GO:0019632	shikimate metabolic process
b3281	process	GO:0008652	amino acid biosynthetic process
b3281	process	GO:0009073	aromatic amino acid family biosynthetic process
b3281	process	GO:0009423	chorismate biosynthetic process
b3281	process	GO:0019632	shikimate metabolic process
b3281	process	GO:0009073	aromatic amino acid family biosynthetic process
b3281	process	GO:0009423	chorismate biosynthetic process
b3281	process	GO:0008652	amino acid biosynthetic process
b3281	process	GO:0009073	aromatic amino acid family biosynthetic process
b3281	process	GO:0009423	chorismate biosynthetic process
b3281	process	GO:0009423	chorismate biosynthetic process
b3281	process	GO:0019632	shikimate metabolic process
b3281	process	GO:0019632	shikimate metabolic process
b3281	process	GO:0019632	shikimate metabolic process
b3282	process	GO:0002949	tRNA threonylcarbamoyladenosine modification
b3282	process	GO:0006450	regulation of translational fidelity
b3282	process	GO:0008033	tRNA processing
b3282	process	GO:0002949	tRNA threonylcarbamoyladenosine modification
b3282	process	GO:0002949	tRNA threonylcarbamoyladenosine modification
b3282	process	GO:0002949	tRNA threonylcarbamoyladenosine modification
b3282	process	GO:0006364	rRNA processing
b3282	process	GO:0006450	regulation of translational fidelity
b3282	process	GO:0008033	tRNA processing
b3282	process	GO:0042254	ribosome biogenesis
b3283	process	GO:0006265	DNA topological change
b4473	process	GO:0009294	DNA-mediated transformation
b3287	process	GO:0006412	translation
b3287	process	GO:0006412	translation
b3287	process	GO:0031365	N-terminal protein amino acid modification
b3287	process	GO:0006412	translation
b3288	process	GO:0006412	translation
b3288	process	GO:0006413	translational initiation
b3288	process	GO:0019988	charged-tRNA amino acid modification
b3288	process	GO:0071951	conversion of methionyl-tRNA to N-formyl-methionyl-tRNA
b3288	process	GO:0006412	translation
b3288	process	GO:0006413	translational initiation
b3288	process	GO:0019988	charged-tRNA amino acid modification
b3288	process	GO:0071951	conversion of methionyl-tRNA to N-formyl-methionyl-tRNA
b3288	process	GO:0019988	charged-tRNA amino acid modification
b3288	process	GO:0071951	conversion of methionyl-tRNA to N-formyl-methionyl-tRNA
b3288	process	GO:0071951	conversion of methionyl-tRNA to N-formyl-methionyl-tRNA
b3288	process	GO:0006412	translation
b3288	process	GO:0006413	translational initiation
b3288	process	GO:0019988	charged-tRNA amino acid modification
b3288	process	GO:0071951	conversion of methionyl-tRNA to N-formyl-methionyl-tRNA
b3288	process	GO:0071951	conversion of methionyl-tRNA to N-formyl-methionyl-tRNA
b3289	process	GO:0001510	RNA methylation
b3289	process	GO:0006355	regulation of DNA-templated transcription
b3289	process	GO:0006364	rRNA processing
b3289	process	GO:0031167	rRNA methylation
b3289	process	GO:0032259	methylation
b3289	process	GO:0070475	rRNA base methylation
b3289	process	GO:0001510	RNA methylation
b3289	process	GO:0006355	regulation of DNA-templated transcription
b3289	process	GO:0006364	rRNA processing
b3289	process	GO:0031167	rRNA methylation
b3289	process	GO:0032259	methylation
b3289	process	GO:0070475	rRNA base methylation
b3289	process	GO:0070475	rRNA base methylation
b3289	process	GO:0001510	RNA methylation
b3289	process	GO:0006355	regulation of DNA-templated transcription
b3289	process	GO:0006364	rRNA processing
b3289	process	GO:0031167	rRNA methylation
b3289	process	GO:0032259	methylation
b3289	process	GO:0070475	rRNA base methylation
b3290	process	GO:0071805	potassium ion transmembrane transport
b3290	process	GO:0006811	monoatomic ion transport
b3290	process	GO:0006813	potassium ion transport
b3290	process	GO:0071805	potassium ion transmembrane transport
b3291	process	GO:0006811	monoatomic ion transport
b3291	process	GO:0034220	monoatomic ion transmembrane transport
b3291	process	GO:0006811	monoatomic ion transport
b3291	process	GO:0034220	monoatomic ion transmembrane transport
b3291	process	GO:0006811	monoatomic ion transport
b3291	process	GO:0009992	intracellular water homeostasis
b3291	process	GO:0034220	monoatomic ion transmembrane transport
b3291	process	GO:0034220	monoatomic ion transmembrane transport
b3291	process	GO:0034220	monoatomic ion transmembrane transport
b3291	process	GO:0006811	monoatomic ion transport
b3291	process	GO:0006811	monoatomic ion transport
b3291	process	GO:0034220	monoatomic ion transmembrane transport
b4550	process	GO:0072344	rescue of stalled cytosolic ribosome
b4550	process	GO:0072344	rescue of stalled cytosolic ribosome
b4550	process	GO:0006417	regulation of translation
b4550	process	GO:0072344	rescue of stalled cytosolic ribosome
b3292	process	GO:0045893	positive regulation of DNA-templated transcription
b3292	process	GO:0045893	positive regulation of DNA-templated transcription
b3292	process	GO:0006351	DNA-templated transcription
b3292	process	GO:0006355	regulation of DNA-templated transcription
b3292	process	GO:0045893	positive regulation of DNA-templated transcription
b3294	process	GO:0006412	translation
b3294	process	GO:0006412	translation
b3294	process	GO:0000027	ribosomal large subunit assembly
b3294	process	GO:0002181	cytoplasmic translation
b3294	process	GO:0006412	translation
b3295	process	GO:0006351	DNA-templated transcription
b3295	process	GO:0006352	DNA-templated transcription initiation
b3295	process	GO:0006352	DNA-templated transcription initiation
b3295	process	GO:0006352	DNA-templated transcription initiation
b3295	process	GO:0006879	intracellular iron ion homeostasis
b3295	process	GO:0009408	response to heat
b3295	process	GO:0031564	transcription antitermination
b3295	process	GO:0032784	regulation of DNA-templated transcription elongation
b3295	process	GO:0032784	regulation of DNA-templated transcription elongation
b3295	process	GO:0036460	cellular response to cell envelope stress
b3295	process	GO:0042128	nitrate assimilation
b3295	process	GO:0044780	bacterial-type flagellum assembly
b3295	process	GO:0048870	cell motility
b3295	process	GO:0071973	bacterial-type flagellum-dependent cell motility
b3295	process	GO:0090605	submerged biofilm formation
b3295	process	GO:0090605	submerged biofilm formation
b3295	process	GO:2000142	regulation of DNA-templated transcription initiation
b3295	process	GO:2000142	regulation of DNA-templated transcription initiation
b3295	process	GO:2000142	regulation of DNA-templated transcription initiation
b3296	process	GO:0006412	translation
b3296	process	GO:0042274	ribosomal small subunit biogenesis
b3296	process	GO:0006412	translation
b3296	process	GO:0042274	ribosomal small subunit biogenesis
b3296	process	GO:0031564	transcription antitermination
b3296	process	GO:0045947	negative regulation of translational initiation
b3296	process	GO:1990145	maintenance of translational fidelity
b3296	process	GO:0000028	ribosomal small subunit assembly
b3296	process	GO:0000028	ribosomal small subunit assembly
b3296	process	GO:0002181	cytoplasmic translation
b3296	process	GO:0006351	DNA-templated transcription
b3296	process	GO:0006353	DNA-templated transcription termination
b3296	process	GO:0006412	translation
b3296	process	GO:0006417	regulation of translation
b3296	process	GO:0031564	transcription antitermination
b3296	process	GO:0042254	ribosome biogenesis
b3296	process	GO:0042274	ribosomal small subunit biogenesis
b3296	process	GO:0046677	response to antibiotic
b3297	process	GO:0006412	translation
b3297	process	GO:0006412	translation
b3297	process	GO:0002181	cytoplasmic translation
b3297	process	GO:0006412	translation
b3297	process	GO:0006412	translation
b3298	process	GO:0002181	cytoplasmic translation
b3298	process	GO:0006412	translation
b3299	process	GO:0006412	translation
b3299	process	GO:0006412	translation
b3299	process	GO:0002181	cytoplasmic translation
b3299	process	GO:0006412	translation
b3299	process	GO:0006412	translation
b3300	process	GO:0006616	SRP-dependent cotranslational protein targeting to membrane, translocation
b3300	process	GO:0006616	SRP-dependent cotranslational protein targeting to membrane, translocation
b3300	process	GO:0006886	intracellular protein transport
b3300	process	GO:0043952	protein transport by the Sec complex
b3300	process	GO:0043952	protein transport by the Sec complex
b3300	process	GO:0043952	protein transport by the Sec complex
b3300	process	GO:0043952	protein transport by the Sec complex
b3300	process	GO:0065002	intracellular protein transmembrane transport
b3300	process	GO:0065002	intracellular protein transmembrane transport
b3300	process	GO:0065002	intracellular protein transmembrane transport
b3300	process	GO:0065002	intracellular protein transmembrane transport
b3300	process	GO:0065002	intracellular protein transmembrane transport
b3300	process	GO:0065002	intracellular protein transmembrane transport
b3300	process	GO:0006605	protein targeting
b3300	process	GO:0006616	SRP-dependent cotranslational protein targeting to membrane, translocation
b3300	process	GO:0015031	protein transport
b3300	process	GO:0043952	protein transport by the Sec complex
b3300	process	GO:0043952	protein transport by the Sec complex
b3300	process	GO:0043952	protein transport by the Sec complex
b3300	process	GO:0065002	intracellular protein transmembrane transport
b3301	process	GO:0006412	translation
b3301	process	GO:0006412	translation
b3301	process	GO:0006412	translation
b3301	process	GO:0002181	cytoplasmic translation
b3301	process	GO:0006412	translation
b3302	process	GO:0006412	translation
b3302	process	GO:0006412	translation
b3302	process	GO:0000027	ribosomal large subunit assembly
b3302	process	GO:0002181	cytoplasmic translation
b3302	process	GO:0006412	translation
b3303	process	GO:1990145	maintenance of translational fidelity
b3303	process	GO:0000028	ribosomal small subunit assembly
b3303	process	GO:0002181	cytoplasmic translation
b3303	process	GO:0006412	translation
b3303	process	GO:0006412	translation
b3303	process	GO:0042254	ribosome biogenesis
b3303	process	GO:0046677	response to antibiotic
b3304	process	GO:0006412	translation
b3304	process	GO:0006412	translation
b3304	process	GO:0002181	cytoplasmic translation
b3304	process	GO:0006412	translation
b3305	process	GO:0002181	cytoplasmic translation
b3305	process	GO:0006412	translation
b3305	process	GO:0002181	cytoplasmic translation
b3305	process	GO:0006412	translation
b3305	process	GO:0000027	ribosomal large subunit assembly
b3305	process	GO:0000027	ribosomal large subunit assembly
b3305	process	GO:0002181	cytoplasmic translation
b3305	process	GO:0002181	cytoplasmic translation
b3305	process	GO:0006412	translation
b3305	process	GO:0046677	response to antibiotic
b3306	process	GO:0006412	translation
b3306	process	GO:0006412	translation
b3306	process	GO:0043488	regulation of mRNA stability
b3306	process	GO:0000028	ribosomal small subunit assembly
b3306	process	GO:0002181	cytoplasmic translation
b3306	process	GO:0006412	translation
b3306	process	GO:0006417	regulation of translation
b3307	process	GO:0006412	translation
b3307	process	GO:0000028	ribosomal small subunit assembly
b3307	process	GO:0002181	cytoplasmic translation
b3307	process	GO:0006412	translation
b3307	process	GO:0006412	translation
b3308	process	GO:0006412	translation
b3308	process	GO:0006412	translation
b3308	process	GO:0000027	ribosomal large subunit assembly
b3308	process	GO:0002181	cytoplasmic translation
b3308	process	GO:0006412	translation
b3308	process	GO:0006412	translation
b3309	process	GO:0006412	translation
b3309	process	GO:0006412	translation
b3309	process	GO:0000027	ribosomal large subunit assembly
b3309	process	GO:0000027	ribosomal large subunit assembly
b3309	process	GO:0002181	cytoplasmic translation
b3309	process	GO:0006412	translation
b3309	process	GO:0006412	translation
b3310	process	GO:0006412	translation
b3310	process	GO:0006412	translation
b3310	process	GO:0002181	cytoplasmic translation
b3310	process	GO:0006412	translation
b3311	process	GO:0006412	translation
b3311	process	GO:0006412	translation
b3311	process	GO:0046677	response to antibiotic
b3311	process	GO:0000028	ribosomal small subunit assembly
b3311	process	GO:0002181	cytoplasmic translation
b3311	process	GO:0006412	translation
b3311	process	GO:0046677	response to antibiotic
b3312	process	GO:0006412	translation
b3312	process	GO:0006412	translation
b3312	process	GO:0000027	ribosomal large subunit assembly
b3312	process	GO:0002181	cytoplasmic translation
b3312	process	GO:0006412	translation
b3313	process	GO:0006412	translation
b3313	process	GO:0006412	translation
b3313	process	GO:0000027	ribosomal large subunit assembly
b3313	process	GO:0002181	cytoplasmic translation
b3313	process	GO:0006412	translation
b3314	process	GO:0006412	translation
b3314	process	GO:0000028	ribosomal small subunit assembly
b3314	process	GO:0002181	cytoplasmic translation
b3314	process	GO:0006412	translation
b3315	process	GO:0006412	translation
b3315	process	GO:0006412	translation
b3315	process	GO:0006412	translation
b3315	process	GO:0042256	cytosolic ribosome assembly
b3315	process	GO:1902626	assembly of large subunit precursor of preribosome
b3315	process	GO:0002181	cytoplasmic translation
b3315	process	GO:0006412	translation
b3315	process	GO:0006412	translation
b3315	process	GO:0042255	ribosome assembly
b3315	process	GO:0046677	response to antibiotic
b3316	process	GO:0000028	ribosomal small subunit assembly
b3316	process	GO:0006412	translation
b3316	process	GO:0000028	ribosomal small subunit assembly
b3316	process	GO:0006412	translation
b3316	process	GO:0002181	cytoplasmic translation
b3316	process	GO:0006412	translation
b3317	process	GO:0002181	cytoplasmic translation
b3317	process	GO:0006412	translation
b3317	process	GO:0002181	cytoplasmic translation
b3317	process	GO:0006412	translation
b3317	process	GO:0000027	ribosomal large subunit assembly
b3317	process	GO:0002181	cytoplasmic translation
b3317	process	GO:0002181	cytoplasmic translation
b3317	process	GO:0006412	translation
b3317	process	GO:0032297	negative regulation of DNA-templated DNA replication initiation
b3318	process	GO:0000027	ribosomal large subunit assembly
b3318	process	GO:0002181	cytoplasmic translation
b3318	process	GO:0006412	translation
b3319	process	GO:0006412	translation
b3319	process	GO:0006412	translation
b3319	process	GO:0031555	transcriptional attenuation
b3319	process	GO:2000766	negative regulation of cytoplasmic translation
b3319	process	GO:0002181	cytoplasmic translation
b3319	process	GO:0006351	DNA-templated transcription
b3319	process	GO:0006353	DNA-templated transcription termination
b3319	process	GO:0006412	translation
b3319	process	GO:0006417	regulation of translation
b3319	process	GO:0017148	negative regulation of translation
b3319	process	GO:0042255	ribosome assembly
b3319	process	GO:0045892	negative regulation of DNA-templated transcription
b3319	process	GO:0046677	response to antibiotic
b3320	process	GO:0006412	translation
b3320	process	GO:0006412	translation
b3320	process	GO:0000027	ribosomal large subunit assembly
