locus_tag	type	GO_ID	GO_term
BPS_RS20525	component	GO:0009897	                     /GO_component=""GO:0009897 - external side of plasma
BPS_RS20525	component	GO:0030288	                     /GO_component=""GO:0030288 - outer membrane-bounded
BPS_RS20525	component	GO:0055052	                     /GO_component=""GO:0055052 - ATP-binding cassette (ABC)
BPS_RS20525	function	GO:0033225	                     /GO_function=""GO:0033225 - ATPase-coupled
BPS_RS20525	function	GO:0033226	                     /GO_function=""GO:0033226 - 2-aminoethylphosphonate binding
BPS_RS20525	process	GO:0033223	                     /GO_process=""GO:0033223 - 2-aminoethylphosphonate
BPS_RS20530	component	GO:0009898	                     /GO_component=""GO:0009898 - cytoplasmic side of plasma
BPS_RS20530	component	GO:0055052	                     /GO_component=""GO:0055052 - ATP-binding cassette (ABC)
BPS_RS20530	function	GO:0005524	ATP binding
BPS_RS20530	function	GO:0033225	                     /GO_function=""GO:0033225 - ATPase-coupled
BPS_RS20530	process	GO:0033223	                     /GO_process=""GO:0033223 - 2-aminoethylphosphonate
BPS_RS20535	component	GO:0016020	membrane
BPS_RS20535	function	GO:0033225	                     /GO_function=""GO:0033225 - ATPase-coupled
BPS_RS20535	process	GO:0033223	                     /GO_process=""GO:0033223 - 2-aminoethylphosphonate
BPS_RS20540	component	GO:0016020	membrane
BPS_RS20540	function	GO:0033225	                     /GO_function=""GO:0033225 - ATPase-coupled
BPS_RS20540	process	GO:0033223	                     /GO_process=""GO:0033223 - 2-aminoethylphosphonate
BPS_RS20545	function	GO:0047400	                     /GO_function=""GO:0047400 - phosphonoacetate hydrolase
BPS_RS20545	process	GO:0019636	                     /GO_process=""GO:0019636 - phosphonoacetate metabolic
BPS_RS20590	function	GO:0003677	DNA binding
BPS_RS20590	function	GO:0003700	                     /GO_function=""GO:0003700 - DNA-binding transcription
BPS_RS20590	function	GO:0005507	copper ion binding
BPS_RS20590	process	GO:0045893	                     /GO_process=""GO:0045893 - positive regulation of
BPS_RS20590	process	GO:0046688	response to copper ion
BPS_RS20605	function	GO:0008988	                     /GO_function=""GO:0008988 - rRNA
BPS_RS20605	process	GO:0070475	rRNA base methylation
BPS_RS20610	component	GO:0008076	                     /GO_component=""GO:0008076 - voltage-gated potassium
BPS_RS20610	function	GO:0015459	                     /GO_function=""GO:0015459 - potassium channel regulator
BPS_RS20610	function	GO:0016491	                     /GO_function=""GO:0016491 - oxidoreductase activity
BPS_RS20620	function	GO:0008483	transaminase activity
BPS_RS20620	function	GO:0030170	                     /GO_function=""GO:0030170 - pyridoxal phosphate binding
BPS_RS20625	component	GO:0009380	                     /GO_component=""GO:0009380 - excinuclease repair complex
BPS_RS20625	function	GO:0003677	DNA binding
BPS_RS20625	function	GO:0005515	protein binding
BPS_RS20625	function	GO:0005524	ATP binding
BPS_RS20625	function	GO:0016787	hydrolase activity
BPS_RS20625	function	GO:0016887	                     /GO_function=""GO:0016887 - ATP hydrolysis activity
BPS_RS20625	process	GO:0006289	                     /GO_process=""GO:0006289 - nucleotide-excision repair
BPS_RS20640	component	GO:0033573	                     /GO_component=""GO:0033573 - high-affinity iron permease
BPS_RS20640	function	GO:0005381	                     /GO_function=""GO:0005381 - iron ion transmembrane
BPS_RS20640	process	GO:0034755	                     /GO_process=""GO:0034755 - iron ion transmembrane transport
BPS_RS20650	function	GO:0020037	heme binding
BPS_RS20660	function	GO:0005488	binding
BPS_RS20665	function	GO:0046872	metal ion binding
BPS_RS20675	function	GO:0022857	                     /GO_function=""GO:0022857 - transmembrane transporter
BPS_RS20675	process	GO:0055085	                     /GO_process=""GO:0055085 - transmembrane transport
BPS_RS20680	component	GO:0005886	plasma membrane
BPS_RS20680	component	GO:0016020	membrane
BPS_RS20680	function	GO:0015252	                     /GO_function=""GO:0015252 - proton channel activity
BPS_RS20680	process	GO:0015031	protein transport
BPS_RS20685	component	GO:0030288	                     /GO_component=""GO:0030288 - outer membrane-bounded
BPS_RS20685	function	GO:0031992	                     /GO_function=""GO:0031992 - energy transducer activity
BPS_RS20685	process	GO:0015031	protein transport
BPS_RS20685	process	GO:0015891	siderophore transport
BPS_RS20685	process	GO:0055085	                     /GO_process=""GO:0055085 - transmembrane transport
BPS_RS20695	function	GO:0008881	                     /GO_function=""GO:0008881 - glutamate racemase activity
BPS_RS20695	process	GO:0009252	                     /GO_process=""GO:0009252 - peptidoglycan biosynthetic
BPS_RS20700	function	GO:0004322	ferroxidase activity
BPS_RS20700	function	GO:0008199	ferric iron binding
BPS_RS20700	process	GO:0006879	                     /GO_process=""GO:0006879 - intracellular iron ion
BPS_RS20700	process	GO:0006880	                     /GO_process=""GO:0006880 - intracellular sequestering of
BPS_RS20715	component	GO:0016020	membrane
BPS_RS20715	function	GO:0022857	                     /GO_function=""GO:0022857 - transmembrane transporter
BPS_RS20715	process	GO:0055085	                     /GO_process=""GO:0055085 - transmembrane transport
BPS_RS20720	function	GO:0003987	                     /GO_function=""GO:0003987 - acetate-CoA ligase activity
BPS_RS20720	function	GO:0016208	AMP binding
BPS_RS20720	process	GO:0019427	                     /GO_process=""GO:0019427 - acetyl-CoA biosynthetic process
BPS_RS20730	component	GO:0016020	membrane
BPS_RS20730	function	GO:0022857	                     /GO_function=""GO:0022857 - transmembrane transporter
BPS_RS20740	function	GO:0003677	DNA binding
BPS_RS20740	process	GO:0006310	DNA recombination
BPS_RS20740	process	GO:0015074	DNA integration
BPS_RS20745	function	GO:0003677	DNA binding
BPS_RS20755	function	GO:0003677	DNA binding
BPS_RS20755	function	GO:0030527	                     /GO_function=""GO:0030527 - structural constituent of
BPS_RS20755	process	GO:0006355	                     /GO_process=""GO:0006355 - regulation of DNA-templated
BPS_RS20760	function	GO:0003677	DNA binding
BPS_RS20775	function	GO:0003677	DNA binding
BPS_RS20775	function	GO:0003700	                     /GO_function=""GO:0003700 - DNA-binding transcription
BPS_RS20775	process	GO:0006355	                     /GO_process=""GO:0006355 - regulation of DNA-templated
BPS_RS20790	function	GO:0016887	                     /GO_function=""GO:0016887 - ATP hydrolysis activity
BPS_RS20795	function	GO:0000150	                     /GO_function=""GO:0000150 - DNA strand exchange activity
BPS_RS20795	function	GO:0003677	DNA binding
BPS_RS20795	process	GO:0006310	DNA recombination
BPS_RS20795	process	GO:0015074	DNA integration
BPS_RS20820	component	GO:0110001	                     /GO_component=""GO:0110001 - toxin-antitoxin complex
BPS_RS20830	process	GO:0015074	DNA integration
BPS_RS32135	process	GO:0015074	DNA integration
BPS_RS20880	function	GO:0004803	transposase activity
BPS_RS20890	function	GO:0016787	hydrolase activity
BPS_RS20890	function	GO:0042578	                     /GO_function=""GO:0042578 - phosphoric ester hydrolase
BPS_RS20890	function	GO:0046872	metal ion binding
BPS_RS20895	function	GO:0004130	                     /GO_function=""GO:0004130 - cytochrome-c peroxidase
BPS_RS20895	function	GO:0016491	                     /GO_function=""GO:0016491 - oxidoreductase activity
BPS_RS20895	function	GO:0020037	heme binding
BPS_RS20900	function	GO:0008081	                     /GO_function=""GO:0008081 - phosphoric diester hydrolase
BPS_RS20900	process	GO:0006629	                     /GO_process=""GO:0006629 - lipid metabolic process
BPS_RS20915	function	GO:0004803	transposase activity
BPS_RS20950	component	GO:0005948	                     /GO_component=""GO:0005948 - acetolactate synthase complex
BPS_RS20950	function	GO:0000287	magnesium ion binding
BPS_RS20950	function	GO:0030976	                     /GO_function=""GO:0030976 - thiamine pyrophosphate binding
BPS_RS20950	function	GO:0050660	                     /GO_function=""GO:0050660 - flavin adenine dinucleotide
BPS_RS20950	process	GO:0009097	                     /GO_process=""GO:0009097 - isoleucine biosynthetic process
BPS_RS20950	process	GO:0009099	                     /GO_process=""GO:0009099 - L-valine biosynthetic process
BPS_RS20985	component	GO:0016020	membrane
BPS_RS20985	process	GO:0009103	                     /GO_process=""GO:0009103 - lipopolysaccharide biosynthetic
BPS_RS20990	function	GO:0047343	                     /GO_function=""GO:0047343 - glucose-1-phosphate
BPS_RS20990	process	GO:0009243	                     /GO_process=""GO:0009243 - O antigen biosynthetic process
BPS_RS20995	function	GO:0047733	                     /GO_function=""GO:0047733 - CDP-glucose 4,6-dehydratase
BPS_RS20995	process	GO:0009243	                     /GO_process=""GO:0009243 - O antigen biosynthetic process
BPS_RS21000	function	GO:0003824	catalytic activity
BPS_RS21005	function	GO:0008080	                     /GO_function=""GO:0008080 - N-acetyltransferase activity
BPS_RS21005	function	GO:0008483	transaminase activity
BPS_RS21010	component	GO:0016020	membrane
BPS_RS21010	function	GO:0140327	flippase activity
BPS_RS21015	function	GO:0016757	                     /GO_function=""GO:0016757 - glycosyltransferase activity
BPS_RS21020	function	GO:0016757	                     /GO_function=""GO:0016757 - glycosyltransferase activity
BPS_RS21025	function	GO:0016757	                     /GO_function=""GO:0016757 - glycosyltransferase activity
BPS_RS21035	function	GO:0016757	                     /GO_function=""GO:0016757 - glycosyltransferase activity
BPS_RS21055	function	GO:0046872	metal ion binding
BPS_RS21060	component	GO:0005886	plasma membrane
BPS_RS21065	function	GO:0003677	DNA binding
BPS_RS21065	function	GO:0030552	cAMP binding
BPS_RS21070	function	GO:0003700	                     /GO_function=""GO:0003700 - DNA-binding transcription
BPS_RS21070	function	GO:0043565	                     /GO_function=""GO:0043565 - sequence-specific DNA binding
BPS_RS21070	process	GO:0006355	                     /GO_process=""GO:0006355 - regulation of DNA-templated
BPS_RS21075	function	GO:0003677	DNA binding
BPS_RS21075	function	GO:0003700	                     /GO_function=""GO:0003700 - DNA-binding transcription
BPS_RS21080	component	GO:0005886	plasma membrane
BPS_RS21080	component	GO:0016020	membrane
BPS_RS21080	function	GO:0022857	                     /GO_function=""GO:0022857 - transmembrane transporter
BPS_RS21080	process	GO:0055085	                     /GO_process=""GO:0055085 - transmembrane transport
BPS_RS21090	component	GO:0032993	protein-DNA complex
BPS_RS21090	function	GO:0001216	                     /GO_function=""GO:0001216 - DNA-binding transcription
BPS_RS21090	process	GO:0006355	                     /GO_process=""GO:0006355 - regulation of DNA-templated
BPS_RS21095	function	GO:0016787	hydrolase activity
BPS_RS21105	function	GO:0016810	                     /GO_function=""GO:0016810 - hydrolase activity, acting on
BPS_RS21105	function	GO:0046872	metal ion binding
BPS_RS21140	function	GO:0010181	FMN binding
BPS_RS21140	function	GO:0016491	                     /GO_function=""GO:0016491 - oxidoreductase activity
BPS_RS21150	function	GO:0030170	                     /GO_function=""GO:0030170 - pyridoxal phosphate binding
BPS_RS21160	function	GO:0008800	                     /GO_function=""GO:0008800 - beta-lactamase activity
BPS_RS21160	process	GO:0030655	                     /GO_process=""GO:0030655 - beta-lactam antibiotic catabolic
BPS_RS21175	function	GO:0003677	DNA binding
BPS_RS21175	function	GO:0003887	                     /GO_function=""GO:0003887 - DNA-directed DNA polymerase
BPS_RS21175	process	GO:0006281	DNA repair
BPS_RS21190	function	GO:0015562	                     /GO_function=""GO:0015562 - efflux transmembrane
BPS_RS21190	process	GO:0055085	                     /GO_process=""GO:0055085 - transmembrane transport
BPS_RS21205	component	GO:0042597	periplasmic space
BPS_RS21205	function	GO:0005507	copper ion binding
BPS_RS21205	process	GO:0006825	copper ion transport
BPS_RS21205	process	GO:0046688	response to copper ion
BPS_RS21215	component	GO:0016020	membrane
BPS_RS21215	process	GO:0007165	signal transduction
BPS_RS21220	function	GO:0016491	                     /GO_function=""GO:0016491 - oxidoreductase activity
BPS_RS21220	function	GO:0050660	                     /GO_function=""GO:0050660 - flavin adenine dinucleotide
BPS_RS21225	function	GO:0016491	                     /GO_function=""GO:0016491 - oxidoreductase activity
BPS_RS21225	function	GO:0050660	                     /GO_function=""GO:0050660 - flavin adenine dinucleotide
BPS_RS21235	component	GO:0016020	membrane
BPS_RS21235	process	GO:0055085	                     /GO_process=""GO:0055085 - transmembrane transport
BPS_RS21240	component	GO:0016020	membrane
BPS_RS21240	process	GO:0055085	                     /GO_process=""GO:0055085 - transmembrane transport
BPS_RS21245	function	GO:0005524	ATP binding
BPS_RS21245	function	GO:0016887	                     /GO_function=""GO:0016887 - ATP hydrolysis activity
BPS_RS21245	function	GO:0042626	                     /GO_function=""GO:0042626 - ATPase-coupled transmembrane
BPS_RS21245	function	GO:0140359	                     /GO_function=""GO:0140359 - ABC-type transporter activity
BPS_RS21250	component	GO:0030288	                     /GO_component=""GO:0030288 - outer membrane-bounded
BPS_RS21250	component	GO:0055052	                     /GO_component=""GO:0055052 - ATP-binding cassette (ABC)
BPS_RS21250	function	GO:0019808	polyamine binding
BPS_RS21250	process	GO:0015846	polyamine transport
BPS_RS21260	function	GO:0004356	                     /GO_function=""GO:0004356 - glutamine synthetase activity
BPS_RS21260	function	GO:0005524	ATP binding
BPS_RS21260	function	GO:0046872	metal ion binding
BPS_RS21260	process	GO:0006542	                     /GO_process=""GO:0006542 - glutamine biosynthetic process
BPS_RS21265	function	GO:0016787	hydrolase activity
BPS_RS21265	function	GO:0016811	                     /GO_function=""GO:0016811 - hydrolase activity, acting on
BPS_RS21280	function	GO:0008783	agmatinase activity
BPS_RS21280	process	GO:0008295	                     /GO_process=""GO:0008295 - spermidine biosynthetic process
BPS_RS21290	function	GO:0005524	ATP binding
BPS_RS21290	function	GO:0016887	                     /GO_function=""GO:0016887 - ATP hydrolysis activity
BPS_RS21290	process	GO:0006457	protein folding
BPS_RS21295	function	GO:0140662	                     /GO_function=""GO:0140662 - ATP-dependent protein folding
BPS_RS21295	process	GO:0042026	protein refolding
BPS_RS21305	function	GO:0000166	nucleotide binding
BPS_RS21305	function	GO:0004748	                     /GO_function=""GO:0004748 - ribonucleoside-diphosphate
BPS_RS21305	function	GO:0031419	cobalamin binding
BPS_RS21325	function	GO:0004315	                     /GO_function=""GO:0004315 -
BPS_RS21325	process	GO:0006633	                     /GO_process=""GO:0006633 - fatty acid biosynthetic process
BPS_RS21350	component	GO:0016020	membrane
BPS_RS32820	function	GO:0003677	DNA binding
BPS_RS32820	function	GO:0004803	transposase activity
BPS_RS32820	process	GO:0006313	DNA transposition
BPS_RS21360	process	GO:0015074	DNA integration
BPS_RS21365	function	GO:0008785	                     /GO_function=""GO:0008785 - alkyl hydroperoxide reductase
BPS_RS21365	function	GO:0050660	                     /GO_function=""GO:0050660 - flavin adenine dinucleotide
BPS_RS21365	function	GO:0051287	NAD binding
BPS_RS21365	process	GO:0000302	                     /GO_process=""GO:0000302 - response to reactive oxygen
BPS_RS21370	function	GO:0102039	                     /GO_function=""GO:0102039 - NADH-dependent peroxiredoxin
BPS_RS21370	process	GO:0006979	                     /GO_process=""GO:0006979 - response to oxidative stress
BPS_RS21425	function	GO:0030170	                     /GO_function=""GO:0030170 - pyridoxal phosphate binding
BPS_RS21430	function	GO:0022857	                     /GO_function=""GO:0022857 - transmembrane transporter
BPS_RS21430	process	GO:0055085	                     /GO_process=""GO:0055085 - transmembrane transport
BPS_RS21435	component	GO:0005886	plasma membrane
BPS_RS21435	function	GO:0022857	                     /GO_function=""GO:0022857 - transmembrane transporter
BPS_RS21435	process	GO:0055085	                     /GO_process=""GO:0055085 - transmembrane transport
BPS_RS21440	function	GO:0003677	DNA binding
BPS_RS21440	function	GO:0003700	                     /GO_function=""GO:0003700 - DNA-binding transcription
BPS_RS21440	process	GO:0006355	                     /GO_process=""GO:0006355 - regulation of DNA-templated
BPS_RS21445	function	GO:0016829	lyase activity
BPS_RS21450	function	GO:0047304	                     /GO_function=""GO:0047304 -
BPS_RS21450	process	GO:0019700	                     /GO_process=""GO:0019700 - organic phosphonate catabolic
BPS_RS21455	function	GO:0033980	                     /GO_function=""GO:0033980 - phosphonopyruvate decarboxylase
BPS_RS21455	process	GO:0032923	                     /GO_process=""GO:0032923 - organic phosphonate biosynthetic
BPS_RS21460	function	GO:0050188	                     /GO_function=""GO:0050188 - phosphoenolpyruvate mutase
BPS_RS21460	process	GO:0019634	                     /GO_process=""GO:0019634 - organic phosphonate metabolic
BPS_RS21480	component	GO:0016020	membrane
BPS_RS21480	function	GO:0000287	magnesium ion binding
BPS_RS21480	function	GO:0016780	                     /GO_function=""GO:0016780 - phosphotransferase activity,
BPS_RS21480	process	GO:0008654	                     /GO_process=""GO:0008654 - phospholipid biosynthetic
BPS_RS21495	process	GO:0033103	                     /GO_process=""GO:0033103 - protein secretion by the type VI
BPS_RS21500	component	GO:0033104	                     /GO_component=""GO:0033104 - type VI protein secretion
BPS_RS21500	process	GO:0033103	                     /GO_process=""GO:0033103 - protein secretion by the type VI
BPS_RS21515	process	GO:0033103	                     /GO_process=""GO:0033103 - protein secretion by the type VI
BPS_RS21520	process	GO:0033103	                     /GO_process=""GO:0033103 - protein secretion by the type VI
BPS_RS21525	component	GO:0033104	                     /GO_component=""GO:0033104 - type VI protein secretion
BPS_RS21525	function	GO:0016887	                     /GO_function=""GO:0016887 - ATP hydrolysis activity
BPS_RS21525	process	GO:0033103	                     /GO_process=""GO:0033103 - protein secretion by the type VI
BPS_RS21530	component	GO:0033104	                     /GO_component=""GO:0033104 - type VI protein secretion
BPS_RS21530	process	GO:0033103	                     /GO_process=""GO:0033103 - protein secretion by the type VI
BPS_RS21535	component	GO:0033104	                     /GO_component=""GO:0033104 - type VI protein secretion
BPS_RS21535	process	GO:0033103	                     /GO_process=""GO:0033103 - protein secretion by the type VI
BPS_RS21565	process	GO:0033103	                     /GO_process=""GO:0033103 - protein secretion by the type VI
BPS_RS21575	process	GO:0033103	                     /GO_process=""GO:0033103 - protein secretion by the type VI
BPS_RS21605	function	GO:0016757	                     /GO_function=""GO:0016757 - glycosyltransferase activity
BPS_RS21605	process	GO:0006486	protein glycosylation
BPS_RS21610	component	GO:0016020	membrane
BPS_RS21610	function	GO:0022857	                     /GO_function=""GO:0022857 - transmembrane transporter
BPS_RS21610	process	GO:0006855	                     /GO_process=""GO:0006855 - xenobiotic transmembrane
BPS_RS21615	function	GO:0016757	                     /GO_function=""GO:0016757 - glycosyltransferase activity
BPS_RS21615	process	GO:0006486	protein glycosylation
BPS_RS21625	component	GO:0009279	cell outer membrane
BPS_RS21625	function	GO:0015288	porin activity
BPS_RS21625	process	GO:0006810	transport
BPS_RS21635	function	GO:0004553	                     /GO_function=""GO:0004553 - hydrolase activity, hydrolyzing
BPS_RS21635	process	GO:0005975	                     /GO_process=""GO:0005975 - carbohydrate metabolic process
BPS_RS21640	function	GO:0050053	levansucrase activity
BPS_RS21640	process	GO:0009758	                     /GO_process=""GO:0009758 - carbohydrate utilization
BPS_RS21650	function	GO:0018467	                     /GO_function=""GO:0018467 - formaldehyde dehydrogenase
BPS_RS21650	process	GO:0046292	                     /GO_process=""GO:0046292 - formaldehyde metabolic process
BPS_RS21655	function	GO:0003677	DNA binding
BPS_RS21655	function	GO:0003700	                     /GO_function=""GO:0003700 - DNA-binding transcription
BPS_RS21655	process	GO:0006355	                     /GO_process=""GO:0006355 - regulation of DNA-templated
BPS_RS21665	function	GO:0004372	                     /GO_function=""GO:0004372 - glycine
BPS_RS21665	function	GO:0030170	                     /GO_function=""GO:0030170 - pyridoxal phosphate binding
BPS_RS21665	process	GO:0019264	                     /GO_process=""GO:0019264 - glycine biosynthetic process
BPS_RS21670	function	GO:0046872	metal ion binding
BPS_RS21670	function	GO:0070573	                     /GO_function=""GO:0070573 - metallodipeptidase activity
BPS_RS21670	process	GO:0006508	proteolysis
BPS_RS21680	function	GO:0016491	                     /GO_function=""GO:0016491 - oxidoreductase activity
BPS_RS21690	function	GO:0009055	                     /GO_function=""GO:0009055 - electron transfer activity
BPS_RS21690	function	GO:0050660	                     /GO_function=""GO:0050660 - flavin adenine dinucleotide
BPS_RS21700	function	GO:0005506	iron ion binding
BPS_RS21700	function	GO:0016705	                     /GO_function=""GO:0016705 - oxidoreductase activity, acting
BPS_RS21700	function	GO:0051537	                     /GO_function=""GO:0051537 - 2 iron, 2 sulfur cluster
BPS_RS21710	component	GO:0055052	                     /GO_component=""GO:0055052 - ATP-binding cassette (ABC)
BPS_RS21710	function	GO:0140359	                     /GO_function=""GO:0140359 - ABC-type transporter activity
BPS_RS21715	component	GO:0016020	membrane
BPS_RS21715	function	GO:0022857	                     /GO_function=""GO:0022857 - transmembrane transporter
BPS_RS21715	process	GO:0055085	                     /GO_process=""GO:0055085 - transmembrane transport
BPS_RS21720	function	GO:0008864	                     /GO_function=""GO:0008864 - formyltetrahydrofolate
BPS_RS21720	process	GO:0006189	                     /GO_process=""GO:0006189 - 'de novo' IMP biosynthetic
BPS_RS21725	process	GO:0006355	                     /GO_process=""GO:0006355 - regulation of DNA-templated
BPS_RS21730	function	GO:0008484	                     /GO_function=""GO:0008484 - sulfuric ester hydrolase
BPS_RS21735	component	GO:0042597	periplasmic space
BPS_RS21735	function	GO:0033265	choline binding
BPS_RS21735	process	GO:0015871	choline transport
BPS_RS21745	component	GO:0009279	cell outer membrane
BPS_RS21745	function	GO:0015288	porin activity
BPS_RS21750	function	GO:0008237	                     /GO_function=""GO:0008237 - metallopeptidase activity
BPS_RS21750	function	GO:0008270	zinc ion binding
BPS_RS21750	process	GO:0006508	proteolysis
BPS_RS21760	function	GO:0003677	DNA binding
BPS_RS21760	function	GO:0003700	                     /GO_function=""GO:0003700 - DNA-binding transcription
BPS_RS21760	process	GO:0006355	                     /GO_process=""GO:0006355 - regulation of DNA-templated
BPS_RS21770	function	GO:0043720	                     /GO_function=""GO:0043720 - 3-keto-5-aminohexanoate
BPS_RS21770	function	GO:0046872	metal ion binding
BPS_RS21770	process	GO:0019475	                     /GO_process=""GO:0019475 - L-lysine catabolic process to
BPS_RS21775	function	GO:0016616	                     /GO_function=""GO:0016616 - oxidoreductase activity, acting
BPS_RS21775	function	GO:0070403	NAD+ binding
BPS_RS21775	process	GO:0006631	                     /GO_process=""GO:0006631 - fatty acid metabolic process
BPS_RS21785	function	GO:0016787	hydrolase activity
BPS_RS21795	function	GO:0016491	                     /GO_function=""GO:0016491 - oxidoreductase activity
BPS_RS21810	function	GO:0016491	                     /GO_function=""GO:0016491 - oxidoreductase activity
BPS_RS21810	function	GO:0050660	                     /GO_function=""GO:0050660 - flavin adenine dinucleotide
BPS_RS21815	function	GO:0015658	                     /GO_function=""GO:0015658 - branched-chain amino acid
BPS_RS21815	function	GO:0022857	                     /GO_function=""GO:0022857 - transmembrane transporter
BPS_RS21815	function	GO:0140359	                     /GO_function=""GO:0140359 - ABC-type transporter activity
BPS_RS21815	process	GO:0015803	                     /GO_process=""GO:0015803 - branched-chain amino acid
BPS_RS21815	process	GO:0055085	                     /GO_process=""GO:0055085 - transmembrane transport
BPS_RS21820	component	GO:0016020	membrane
BPS_RS21820	function	GO:0022857	                     /GO_function=""GO:0022857 - transmembrane transporter
BPS_RS21820	process	GO:0055085	                     /GO_process=""GO:0055085 - transmembrane transport
BPS_RS21825	component	GO:0016020	membrane
BPS_RS21825	component	GO:0043190	                     /GO_component=""GO:0043190 - ATP-binding cassette (ABC)
BPS_RS21825	function	GO:0015658	                     /GO_function=""GO:0015658 - branched-chain amino acid
BPS_RS21825	function	GO:0140359	                     /GO_function=""GO:0140359 - ABC-type transporter activity
BPS_RS21830	function	GO:0005524	ATP binding
BPS_RS21835	function	GO:0005524	ATP binding
BPS_RS21835	function	GO:0016887	                     /GO_function=""GO:0016887 - ATP hydrolysis activity
BPS_RS21835	function	GO:0042626	                     /GO_function=""GO:0042626 - ATPase-coupled transmembrane
BPS_RS21835	function	GO:0140359	                     /GO_function=""GO:0140359 - ABC-type transporter activity
BPS_RS21860	process	GO:0009058	biosynthetic process
BPS_RS21865	function	GO:0008668	                     /GO_function=""GO:0008668 -
BPS_RS21865	process	GO:0019290	                     /GO_process=""GO:0019290 - siderophore biosynthetic process
BPS_RS21870	function	GO:0003700	                     /GO_function=""GO:0003700 - DNA-binding transcription
BPS_RS21870	function	GO:0043565	                     /GO_function=""GO:0043565 - sequence-specific DNA binding
BPS_RS21870	process	GO:0006355	                     /GO_process=""GO:0006355 - regulation of DNA-templated
BPS_RS21885	function	GO:0000166	nucleotide binding
BPS_RS21885	function	GO:0016491	                     /GO_function=""GO:0016491 - oxidoreductase activity
BPS_RS21890	component	GO:0055052	                     /GO_component=""GO:0055052 - ATP-binding cassette (ABC)
BPS_RS21890	function	GO:0005524	ATP binding
BPS_RS21890	function	GO:0016887	                     /GO_function=""GO:0016887 - ATP hydrolysis activity
BPS_RS21890	function	GO:0042626	                     /GO_function=""GO:0042626 - ATPase-coupled transmembrane
BPS_RS21890	function	GO:0140359	                     /GO_function=""GO:0140359 - ABC-type transporter activity
BPS_RS21895	function	GO:0005524	ATP binding
BPS_RS21900	component	GO:0009279	cell outer membrane
BPS_RS21900	component	GO:0016020	membrane
BPS_RS21900	function	GO:0015267	channel activity
BPS_RS21900	function	GO:0046872	metal ion binding
BPS_RS21900	process	GO:0015891	siderophore transport
BPS_RS21900	process	GO:0055085	                     /GO_process=""GO:0055085 - transmembrane transport
BPS_RS21910	component	GO:0016020	membrane
BPS_RS21920	function	GO:0051536	                     /GO_function=""GO:0051536 - iron-sulfur cluster binding
BPS_RS21925	function	GO:0005524	ATP binding
BPS_RS21925	function	GO:0043565	                     /GO_function=""GO:0043565 - sequence-specific DNA binding
BPS_RS21925	process	GO:0000160	                     /GO_process=""GO:0000160 - phosphorelay signal transduction
BPS_RS21925	process	GO:0006355	                     /GO_process=""GO:0006355 - regulation of DNA-templated
BPS_RS21945	component	GO:0005886	plasma membrane
BPS_RS21945	function	GO:0015205	                     /GO_function=""GO:0015205 - nucleobase transmembrane
BPS_RS21945	process	GO:0015851	nucleobase transport
BPS_RS21970	component	GO:0016020	membrane
BPS_RS21970	process	GO:0006810	transport
BPS_RS21985	function	GO:0016491	                     /GO_function=""GO:0016491 - oxidoreductase activity
BPS_RS21985	function	GO:0046872	metal ion binding
BPS_RS21990	function	GO:0033980	                     /GO_function=""GO:0033980 - phosphonopyruvate decarboxylase
BPS_RS21990	process	GO:0032923	                     /GO_process=""GO:0032923 - organic phosphonate biosynthetic
BPS_RS21995	function	GO:0050188	                     /GO_function=""GO:0050188 - phosphoenolpyruvate mutase
BPS_RS21995	process	GO:0019634	                     /GO_process=""GO:0019634 - organic phosphonate metabolic
BPS_RS22005	function	GO:0016787	hydrolase activity
BPS_RS22005	function	GO:0046872	metal ion binding
BPS_RS22010	function	GO:0016491	                     /GO_function=""GO:0016491 - oxidoreductase activity
BPS_RS22015	function	GO:0004177	                     /GO_function=""GO:0004177 - aminopeptidase activity
BPS_RS22015	function	GO:0016787	hydrolase activity
BPS_RS22015	function	GO:0046872	metal ion binding
BPS_RS22015	process	GO:0006508	proteolysis
BPS_RS22020	component	GO:0016020	membrane
BPS_RS22025	component	GO:0016020	membrane
BPS_RS22030	function	GO:0003677	DNA binding
BPS_RS22030	function	GO:0003700	                     /GO_function=""GO:0003700 - DNA-binding transcription
BPS_RS22030	process	GO:0006355	                     /GO_process=""GO:0006355 - regulation of DNA-templated
BPS_RS22035	function	GO:0016627	                     /GO_function=""GO:0016627 - oxidoreductase activity, acting
BPS_RS22050	function	GO:0008442	                     /GO_function=""GO:0008442 - 3-hydroxyisobutyrate
BPS_RS22050	function	GO:0051287	NAD binding
BPS_RS22050	process	GO:0006574	                     /GO_process=""GO:0006574 - valine catabolic process
BPS_RS22060	function	GO:0016790	                     /GO_function=""GO:0016790 - thiolester hydrolase activity
BPS_RS22065	component	GO:0009279	cell outer membrane
BPS_RS22065	function	GO:0015288	porin activity
BPS_RS22065	process	GO:0006810	transport
BPS_RS22070	component	GO:1990195	                     /GO_component=""GO:1990195 - macrolide transmembrane
BPS_RS22070	function	GO:0005524	ATP binding
BPS_RS22070	function	GO:0022857	                     /GO_function=""GO:0022857 - transmembrane transporter
BPS_RS22075	component	GO:0016020	membrane
BPS_RS22075	function	GO:0005215	transporter activity
BPS_RS22075	process	GO:0006810	transport
